Band Material,Band Notes,Bezel,COSC Certified,Case Back,Case Dimensions,Case Material,Case Shape,Case Thickness,Clasp,Color/Finish,Complications,Condition,Crystal,Dial Color,Edition,Lug Width,Movement,Screw-in Crown,Water Resistance,url
,,Fixed,,,42mm ,Titanium,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,No,50m/150ft,https://www.prestigetime.com/Hublot-Classic-Fusion-Chronograph-42mm-541-nx-7170-lr.html
,,Fixed,,,42mm ,Titanium,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,No,50m/150ft,https://www.prestigetime.com/Hublot-Classic-Fusion-Chronograph-42mm-541-nx-7070-lr.html
,,Bi-Directional Rotating,,,48mm ,Stainless Steel,Round,15.8mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/99ft,https://www.prestigetime.com/item/Breitling/Navitimer-GMT/ab044121%7Ebd24-2cd.html
,,Bi-Directional Rotating,,,48mm ,Stainless Steel,Round,15.8mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft,https://www.prestigetime.com/item/Breitling/Navitimer-GMT/ab044121%7Eg783-1cd.html
,,Bi-Directional Rotating,,,48mm ,Stainless Steel,Round,15.8mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft,https://www.prestigetime.com/item/Breitling/Navitimer-GMT/ab044121%7Eg783-2cd.html
,,,,,36.2mm X 35.25mm ,Stainless Steel,Rectangle,10.83mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,,,No,30m/100ft,https://www.prestigetime.com/item/Girard-Perregaux/Vintage-1945-XXL-Small-Seconds/25880-11-421-bb4a.html
,,Bi-Directional Rotating,,,48mm ,Stainless Steel,Round,15.8mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/99ft,https://www.prestigetime.com/item/Breitling/Navitimer-GMT/ab044121%7Ebd24-1cd.html
,,Bi-Directional Rotating,,,48mm ,Stainless Steel,Round,15.8mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft,https://www.prestigetime.com/Breitling-Navitimer-GMT-ab044121-g783-747p.html
,,Bi-Directional Rotating,,,48mm ,Stainless Steel,Round,15.8mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft,https://www.prestigetime.com/Breitling-Navitimer-GMT-ab044121-g783-751p.html
,,Bi-Directional Rotating,,,48mm ,Stainless Steel,Round,15.8mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft,https://www.prestigetime.com/Breitling-Navitimer-GMT-ab044121-g783-755p.html
,,Bi-Directional Rotating,,,48mm ,Stainless Steel,Round,15.8mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft,https://www.prestigetime.com/Breitling-Navitimer-GMT-ab044121-g783-753p.html
,,Fixed,,,41.35mm X 41.35mm ,Stainless Steel,Round,12.6mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft,https://www.prestigetime.com/item/Glashutte-Original/Sixties-Square-Chronograph/39-34-03-32-04.html
,,,,,43mm ,Stainless Steel,Round,11.77mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/99ft,https://www.prestigetime.com/item/Jaquet-Droz/Astrale-Grande-Heure-Minute/j017030201.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-36-Automatic/a3733053%7Ea717-2ld.html
,,Uni-Directional Rotating,,,44mm ,Breitling Blacksteel Steel,Round,16.95mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,200m/660ft,https://www.prestigetime.com/Breitling-Chronomat-44-Blacksteel-mb0111c3-be35-253s.html
,,Fixed,,,35mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,100m/330ft,https://www.prestigetime.com/item/Omega/Constellation-Co-Axial-Automatic-35mm/123.15.35.20.02.001.html
,,,,,43mm ,Stainless Steel,Round,12.75mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/99ft,https://www.prestigetime.com/Jaquet-Droz-Grande-Seconde-Off-Centered-43mm-j006030270.html
,,Fixed,,,43mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,,30m/100ft,https://www.prestigetime.com/item/Bulgari/BVLGARI-BVLGARI-Power-Reserve-Manual-Wind-43mm/bb43wsl.html
,,Fixed,,,41mm ,18kt Rose Gold,Round,14mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/The-Saint-Imier-Chronograph-41mm/L2.752.8.72.3.html
,,Fixed,,,42mm ,Titanium & Rose Gold,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,50m/150ft,https://www.prestigetime.com/item/Hublot/Classic-Fusion-Automatic-42mm/542.no.1181.lr.html
,,Fixed,,,45mm ,Titanium,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,50m/150ft,https://www.prestigetime.com/Hublot-Classic-Fusion-Chronograph-45mm-521-nx-1171-rx.html
,,Fixed,,,42mm ,18kt Rose Gold,Round,8.36mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft,https://www.prestigetime.com/item/Cartier/Ronde-Solo-Automatic-42mm/w6701009.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Bronze,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-36-Automatic/a3733053%7Eq582-ss.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-36-Automatic/a3733053%7Eba33-ss.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-36-Automatic/a3733053%7Ec824-ss.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-36-Automatic/a3733053%7Eg706-ss.html
,,Fixed,,,39mm ,18kt Rose Gold,Round,8.90mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft,https://www.prestigetime.com/Montblanc-Star-Classique-Automatic-39mm-107076.html
,,Fixed,,,39mm ,18kt Rose Gold,Round,8.90mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Grey,,,,No,30m/100ft,https://www.prestigetime.com/Montblanc-Star-Classique-Automatic-39mm-107075.html
,,Fixed,,,39mm ,18kt Yellow Gold,Round,8.90mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,30m/100ft,https://www.prestigetime.com/Montblanc-Star-Classique-Automatic-39mm-107116.html
,,,,,46mm X 46mm ,Carbon Fiber,Square,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,Limited Edition,,,Yes,100m/330ft,https://www.prestigetime.com/item/Bell-Ross/BR01-94-Chronograph-46mm/BR01-94_Carbon_Fiber.html
,,Fixed,,,43mm ,Stainless Steel,Round,15.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,Yes,60m/195ft,https://www.prestigetime.com/item/IWC/Pilot-s-Watch-Spitfire-Chronograph/IW387802.html
,,Bi-Directional Rotating,,,43.5mm ,Titanium,Round,17.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,600m/2000ft,https://www.prestigetime.com/item/Omega/Planet-Ocean-GMT-600m/232.90.44.22.03.001.html
,,Fixed,,,43mm ,Stainless Steel,Round,14.35mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/item/Breitling/Transocean-Chronograph-1461/a1931012%7Eg750-2ld.html
,,Fixed,,,43mm ,Stainless Steel,Round,14.35mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,50m/165ft,https://www.prestigetime.com/item/Breitling/Transocean-Chronograph-1461/a1931012%7Ebb68-1ld.html
,,Uni-Directional Rotating,,,44mm ,Breitling Blacksteel Steel,Round,16.95mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,Special Edition,,,Yes,300m/1000ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/mb0111c2%7Ebd07%7E153s_RAVEN_BLACKSTEEL.html
,,Uni-Directional Rotating,,,44mm ,Breitling Blacksteel Steel,Round,16.95mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,Limited Edition,,,Yes,300m/1000ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/mb01109p%7Ebd48%7E153s.m.html
,,Fixed,,,46mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Transocean-Chronograph-Unitime/ab0510u4%7Ebb62-1lt.html
,,Fixed,,,45mm ,Titanium,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Bronze,Special Edition,,,No,50m/150ft,https://www.prestigetime.com/Hublot-Classic-Fusion-Automatic-45mm-511-nx-0630-vr-ven16-Vendome.html
,,Fixed,,,42mm X 42mm (not incl. crown & lugs),Stainless Steel,Cushion,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m/999ft,https://www.prestigetime.com/Panerai-Luminor-1950-3-Days-GMT-Power-Reserve-Automatic-42mm-pam00537.html
,,,,,46mm X 46mm ,Carbon Fiber,Square,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,Limited Edition,,,Yes,100m/330ft,https://www.prestigetime.com/item/Bell-Ross/BR01-94-Chronograph-46mm/BR01-94_Carbon_Fiber_Phantom.html
,,,,,40mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft,https://www.prestigetime.com/item/Blancpain/Villeret-Ultra-Slim-Automatic-40mm/6651-1143-55b.html
,,,,,44mm ,Stainless Steel,Round,17.10mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Girard-Perregaux/Sea-Hawk/49960-11-131-fk6a.html
,,,,,44mm ,Stainless Steel,Round,17.10mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,100m,https://www.prestigetime.com/item/Girard-Perregaux/Sea-Hawk/49960-19-431-fk4a.html
,,,,,44mm ,Stainless Steel,Round,17.10mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,1000m,https://www.prestigetime.com/item/Girard-Perregaux/Sea-Hawk/49960-19-631-fk6a.html
,,Fixed,,,42mm ,Stainless Steel,Round,10.88mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft,https://www.prestigetime.com/Girard-Perregaux-Laureato-Automatic-42mm-81010-11-131-11a.html
,,Fixed,,,42mm ,Stainless Steel,Round,10.88mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,No,30m/100ft,https://www.prestigetime.com/Girard-Perregaux-Laureato-Automatic-42mm-81010-11-431-11a.html
,,Bi-Directional Rotating,,,43mm ,Stainless Steel,Round,14.25mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Grey,Limited Edition,,,No,30m/99ft.,https://www.prestigetime.com/item/Breitling/Navitimer-01-Limited/ab012124%7Ef569%7E744p.html
,,Fixed,,,42mm ,Stainless Steel,Round,12.6mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,100m/330ft,https://www.prestigetime.com/item/Cartier/Calibre-de-Cartier-Chronograph/W7100046.html
,,Fixed,,,34mm ,18kt Yellow Gold,Round,8mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Automatic-34mm/L4.738.7.11.6.html
,,Bi-Directional Rotating,,,47.8mm ,Stainless Steel Brushed & Polished,Round,15.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,100m/330ft.,https://www.prestigetime.com/item/Breitling/Bentley-Motors-T-Speed/a2536513%7Eg675-ss.html
,,Fixed,,,43mm ,Stainless Steel,Round,14.35mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/item/Breitling/Transocean-Chronograph-1461/a1931012%7Eg750-2ct.html
,,Fixed,,,43mm ,Stainless Steel,Round,14.35mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,50m/165ft,https://www.prestigetime.com/item/Breitling/Transocean-Chronograph-1461/a1931012%7Ebb68-1ct.html
,,Uni-Directional Rotating,,,43mm ,Stainless Steel,Round,13.40mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,Yes,300m/1000ft,https://www.prestigetime.com/item/Blancpain/Fifty-Fathoms-Bathyscaphe-Automatic-43mm/5000-1110-b52a.html
,,Fixed,,,39mm ,Stainless Steel,Round,11.8mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/150ft.,https://www.prestigetime.com/Jaeger-LeCoultre-Master-Geographic-39mm-1428530.html
,,Bi-Directional Rotating,,,50mm X 48mm (55mm wide when the crown-guard is open),Titanium,Cushion,16.60mmmm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,Yes,1200m/4000ft,https://www.prestigetime.com/Omega-Seamaster-PloProf-1200m-227-90-55-21-04-001.html
,,Fixed,,,41mm ,18kt Rose Gold,Round,5.8mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,Limited Edition,,,No,30m/99ft.,https://www.prestigetime.com/item/Baume-Mercier/William-Baume/8794.html
,,Fixed,,,43mm ,Stainless Steel,Round,15.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,Yes,60m/195ft,https://www.prestigetime.com/item/IWC/Pilot-s-Watch-Spitfire-Chronograph/IW387804.html
,,Uni-Directional Rotating,,,44mm ,Bronze,Round,17mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,Special Edition,,,Yes,300m/1000ft,https://www.prestigetime.com/item/IWC/Aquatimer-Chronograph-Edition-Expedition-Charles-Darwin/iw379503.html
,,Uni-Directional Rotating,,,40mm ,Stainless Steel,Round,,,,,,Scratch Resistant Sapphire,Black,,,,Yes,300m/1000ft,https://www.prestigetime.com/item/Rolex/Oyster-Perpetual-Submariner/114060.html
,,Fixed,,,42mm X 42mm (not incl. crown & lugs),Stainless Steel,Cushion,,,,,New/Unworn,Scratch Resistant Sapphire,Black,Limited Edition,,,Yes,100m/330ft,https://www.prestigetime.com/Panerai-Radiomir-1940-3-Days-Automatic-42mm-pam00620.html
,,Fixed,,,44mm X 44mm (not incl. crown & lugs),Stainless Steel,Cushion,18.15mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m/999ft,https://www.prestigetime.com/item/Panerai/Luminor-1950-3-Days-GMT-Power-Reserve-Automatic-44mm/pam00321.html
,,Bi-Directional Rotating,,,44mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Chronomat-44-GMT/ab042011%7Ebb56-ss.html
,,Bi-Directional Rotating,,,44mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Chronomat-44-GMT/ab042011%7Ec851-ss.html
,,Bi-Directional Rotating,,,44mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue & Black,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Chronomat-44-GMT/ab042011%7Ec852-ss.html
,,Bi-Directional Rotating,,,44mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black & Grey,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Chronomat-44-GMT/ab042011%7Ef561-ss.html
,,Bi-Directional Rotating,,,44mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Chronomat-44-GMT/ab042011%7Eg745-ss.html
,,Bi-Directional Rotating,,,44mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Brown,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Breitling/Chronomat-44-GMT/ab042011%7Eq589-ss.html
,,Fixed,,,42.4mm ,Stainless Steel,Round,14.23mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,Limited Edition,,,,50m/165ft,https://www.prestigetime.com/item/Chopard/Mille-Miglia-Automatic-Chronograph/168543-3001_JACKY_ICKX_EDITION_V.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/IB011012%7Ea696-ss.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/IB011012%7Eb968-ss.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/IB011012%7Ec790-ss.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Brown,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/IB011012%7Eq576-ss.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,300m/1000ft,https://www.prestigetime.com/Ulysse-Nardin-Marine-Diver-Chronograph-Manufacture-44mm-1503-151-3-93.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Ea696-1pro3t.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Eb968-1pro3t.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Ec790-3pro3t.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Brown,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Eq576-1pro3t.html
,,Fixed,,,44.25mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,No,100m/330ft,https://www.prestigetime.com/Omega-Speedmaster-Moonphase-Co-Axial-Master-Chronometer-Chronograph-44-25mm-304-33-44-52-03-001.html
,,Fixed,,,42mm ,Stainless Steel & Rose Gold,Round,12.75mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Skeleton,,,,No,100m/330ft,https://www.prestigetime.com/Zenith-El-Primero-Full-Open-42mm-51-2081-400-78-c810.html
,,Fixed,,,41mm ,18kt Rose Gold,Round,16.10mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/99ft,https://www.prestigetime.com/item/Longines/Master-Retrograde-Power-Reserve-41mm/L2.714.8.78.3.html
,,Fixed,,,40mm X 40mm ,Stainless Steel,Cushion,11.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,100m/330ft,https://www.prestigetime.com/item/Glashutte-Original/Senator-Seventies-Panorama-Date/39-47-11-12-06.html
,,Fixed,,,40mm X 40mm ,Stainless Steel,Cushion,11.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,100m/330ft,https://www.prestigetime.com/item/Glashutte-Original/Senator-Seventies-Panorama-Date/39-47-11-12-04.html
,,Fixed,,,40mm X 40mm ,Stainless Steel,Cushion,11.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,No,100m/330ft,https://www.prestigetime.com/item/Glashutte-Original/Senator-Seventies-Panorama-Date/39-47-12-12-06.html
,,Fixed,,,40mm X 40mm ,Stainless Steel,Cushion,11.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,No,100m/330ft,https://www.prestigetime.com/item/Glashutte-Original/Senator-Seventies-Panorama-Date/39-47-12-12-04.html
,,Fixed,,,40mm X 40mm ,Stainless Steel,Cushion,11.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,No,100m/330ft,https://www.prestigetime.com/item/Glashutte-Original/Senator-Seventies-Panorama-Date/39-47-13-12-04.html
,,Fixed,,,40mm X 40mm ,Stainless Steel,Cushion,11.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,No,100m/330ft,https://www.prestigetime.com/item/Glashutte-Original/Senator-Seventies-Panorama-Date/39-47-13-12-06.html
,,Fixed,,,43mm ,Stainless Steel & Rose Gold,Round,14.75mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,Yes,150ft/500ft,https://www.prestigetime.com/item/Omega/Aqua-Terra-150m-GMT/231.23.43.22.06.001.html
,,Fixed,,,44mm X 44mm (not incl. crown & lugs),Stainless Steel,Cushion,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m/999ft,https://www.prestigetime.com/item/Panerai/Luminor-1950-3-Days-GMT-24H-Automatic-44mm/pam00531.html
,,Fixed,,,45mm ,Titanium,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,50m/150ft,https://www.prestigetime.com/item/Hublot/Classic-Fusion-Chronograph-45mm/521.nx.1171.lr.html
,,Fixed,,,45mm ,Titanium,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/150ft,https://www.prestigetime.com/item/Hublot/Classic-Fusion-Chronograph-45mm/521.nx.2611.lr.html
,,Fixed,,,46mm ,Stainless Steel,Round,13.4mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,poo,https://www.prestigetime.com/item/Glashutte-Original/Sport-Evolution-Impact-Panorama-Date/39-47-16-16-54.html
,,Fixed,,,45mm ,Titanium,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,No,50m/150ft,https://www.prestigetime.com/Hublot-Classic-Fusion-Chronograph-45mm-521-nx-7071-lr.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Brown,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Eq576-2lt.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Ea696-2lt.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Eb968-1lt.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Ec790-3lt.html
,,Fixed,,,44.5mm ,Titanium,Round,13.90mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Chopard/Grand-Prix-de-Monaco-Historique-Chronograph/168570-9001.html
,,,,,45mm ,Stainless Steel,Round,12mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,No,30M/99FT,https://www.prestigetime.com/item/IWC/Portofino-Hand-Wound-Eight-Days-45mm/iw510106.html
,,Fixed,,,43mm ,Stainless Steel,Round,14.35mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,50m/165ft,https://www.prestigetime.com/item/Breitling/Transocean-Chronograph-1461/a1931012%7Ebb68-ss.html
,,Fixed,,,43mm ,Stainless Steel,Round,14.35mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/item/Breitling/Transocean-Chronograph-1461/a1931012%7Eg750-ss.html
,,Uni-Directional Rotating,,,45.5mm ,Titanium,Round,18.87mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,Yes,600m/2000ft,https://www.prestigetime.com/Omega-Planet-Ocean-600m-Co-Axial-Master-Chronometer-Chronograph-215-90-46-51-99-001.html
,,Fixed,,,44.25mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,100m/330ft,https://www.prestigetime.com/Omega-Speedmaster-Moonphase-Co-Axial-Master-Chronometer-Chronograph-44-25mm-304-30-44-52-01-001.html
,,Fixed,,,45mm ,Stainless Steel,Round,13.85mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Ulysse-Nardin/Marine-Chronometer-Manufacture-45mm/1183-122-7m%7E42.html
,,Fixed,,,43mm ,Stainless Steel,Round,13.85mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Ulysse-Nardin/Marine-Chronometer-Manufacture-43mm/1183-126-7m%7E61.html
,,Fixed,,,43mm ,Stainless Steel,Round,13.85mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Ulysse-Nardin/Marine-Chronometer-Manufacture-43mm/1183-126-7m%7E63.html
,,Fixed,,,43mm ,Stainless Steel,Round,13.85mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Ulysse-Nardin/Marine-Chronometer-Manufacture-43mm/1183-126-7m%7E60.html
,,Fixed,,,43mm ,Stainless Steel,Round,13.85mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Ulysse-Nardin/Marine-Chronometer-Manufacture-43mm/1183-126-7m%7E40.html
,,Fixed,,,43mm ,Stainless Steel,Round,13.85mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Ulysse-Nardin/Marine-Chronometer-Manufacture-43mm/1183-126-7m%7E43.html
