Band Material,Band Notes,Bezel,COSC Certified,Case Back,Case Dimensions,Case Material,Case Shape,Case Thickness,Clasp,Color/Finish,Complications,Condition,Crystal,Dial Color,Edition,Lug Width,Movement,Screw-in Crown,Water Resistance,url
,,Fixed,,,43mm ,Stainless Steel,Round,13.85mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Ulysse-Nardin/Marine-Chronometer-Manufacture-43mm/1183-126-7m%7E42.html
,,Fixed,,,45mm ,Stainless Steel,Round,13.85mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,200m/660ft,https://www.prestigetime.com/item/Ulysse-Nardin/Marine-Chronometer-Manufacture-45mm/1183-122-7m%7E42_v2.html
,,Fixed,,,45mm ,Stainless Steel,Round,13.85mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,200m/660ft,https://www.prestigetime.com/Ulysse-Nardin-Marine-Chronometer-Manufacture-45mm-1183-122-7m-43.html
,,Fixed,,,45mm ,Stainless Steel,Round,13.85mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,Yes,200m/660ft,https://www.prestigetime.com/Ulysse-Nardin-Marine-Chronometer-Manufacture-45mm-1183-122-7m-40.html
,,Fixed,,,44.25mm ,Ceramic,Round,16.50mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,Special Edition,,,No,50m/150ft,https://www.prestigetime.com/Omega-Speedmaster-Moonwatch-311-92-44-51-01-007-DARK-SIDE-OF-THE-MOON.html
,,Fixed,,,34.3mm X 44mm ,Stainless Steel,Square,11.7mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft,https://www.prestigetime.com/item/Cartier/Tank-MC/w5330007.html
,,Fixed,,,34.3mm X 44mm ,Stainless Steel,Square,11.7mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,No,30m/100ft,https://www.prestigetime.com/item/Cartier/Tank-MC/w5330008.html
,,Uni-Directional Rotating,,,42mm ,Stainless Steel,Round,14.50mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,Special Edition,,,Yes,100m/330ft,https://www.prestigetime.com/item/Jaeger-LeCoultre/Tribute-to-Deep-Sea-Chronograph/2068570.html
,,Bi-Directional Rotating,,,43mm X 43mm ,Stainless Steel,Rectangle,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,Limited Edition,,,Yes,150m/500ft,https://www.prestigetime.com/item/Omega/Seamaster-Bullhead-Co-Axial-Chronograph/225.12.43.50.02.001.html
,,Bi-Directional Rotating,,,43mm X 43mm ,Stainless Steel,Rectangle,,,,,New/Unworn,Scratch Resistant Sapphire,Black,Limited Edition,,,Yes,150m/500ft,https://www.prestigetime.com/item/Omega/Seamaster-Bullhead-Co-Axial-Chronograph/225.12.43.50.01.001.html
,,Fixed,,,44.25mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,100m/330ft,https://www.prestigetime.com/Omega-Speedmaster-Moonphase-Co-Axial-Master-Chronometer-Chronograph-44-25mm-304-33-44-52-01-001.html
,,Fixed,,,41mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,100m/330ft,https://www.prestigetime.com/Omega-De-Ville-Hour-Vision-Annual-Calendar-Co-Axial-Master-Chronometer-41mm-433-13-41-22-02-001.html
,,Fixed,,,41mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Bronze,,,,No,100m/330ft,https://www.prestigetime.com/Omega-De-Ville-Hour-Vision-Annual-Calendar-Co-Axial-Master-Chronometer-41mm-433-13-41-22-10-001.html
,,Fixed,,,41mm ,Stainless Steel,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,,,No,100m/330ft,https://www.prestigetime.com/Omega-De-Ville-Hour-Vision-Annual-Calendar-Co-Axial-Master-Chronometer-41mm-433-13-41-22-03-001.html
,,Fixed,,,40mm ,Stainless Steel,Round,11.7mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,No,30m/99ft,https://www.prestigetime.com/Parmigiani-Tonda-Metrographe-Automatic-40mm-pfc274-0000600-hc3142.html
,,Fixed,,,45mm ,Titanium,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,No,50m/150ft,https://www.prestigetime.com/item/Hublot/Classic-Fusion-Chronograph-45mm/521.nx.7170.lr.html
,,,,,43mm ,Stainless Steel,Round,14.8mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft,https://www.prestigetime.com/Montblanc-Nicolas-Rieussec-Chronograph-Automatic-43mm-106487.html
,,,,,43mm ,Stainless Steel,Round,14.8mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,30m/100ft,https://www.prestigetime.com/Montblanc-Nicolas-Rieussec-Chronograph-Automatic-43mm-106488.html
,,,,,39mm X 39mm ,18kt Rose Gold,Square,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,50m/150ft,https://www.prestigetime.com/item/Bell-Ross/BR-S-Mechanical-Gold-39mm/BRS_Pink_Gold_Black.html
,,Fixed,,,43mm ,Stainless Steel,Round,14.35mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/item/Breitling/Transocean-Chronograph-1461/a1931012%7Eg750-2cd.html
,,Fixed,,,43mm ,Stainless Steel,Round,14.35mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,50m/165ft,https://www.prestigetime.com/item/Breitling/Transocean-Chronograph-1461/a1931012%7Ebb68-1cd.html
,,Fixed,,,43mm ,Stainless Steel,Round,14.35mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,50m/165ft,https://www.prestigetime.com/item/Breitling/Transocean-Chronograph-1461/a1931012%7Eg750-1cd.html
,,Fixed,,,44mm X 44mm (not incl. crown & lugs),Stainless Steel,Cushion,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m/999ft,https://www.prestigetime.com/item/Panerai/Luminor-1950-3-Days-GMT-Automatic-44mm/pam00329.html
,,,,,40mm ,18kt Rose Gold,Round,7.60mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,50m/150ft,https://www.prestigetime.com/item/Zenith/Elite-Ultra-Thin/18.2010.681%7E01.c498.html
,,Fixed,,,41mm ,Stainless Steel,Round,,,,,,Scratch Resistant Sapphire,Silver,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Rolex/Oyster-Perpetual-Datejust-II/116334_Silver_Index.html
,,Fixed,,,41mm ,Stainless Steel,Round,,,,,,Scratch Resistant Sapphire,Blue,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Rolex/Oyster-Perpetual-Datejust-II/116334_Blue_Roman.html
,,Fixed,,,41mm ,Stainless Steel,Round,,,,,,Scratch Resistant Sapphire,Rhodium,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Rolex/Oyster-Perpetual-Datejust-II/116334_Rhodium_Arabic.html
,,Fixed,,,47mm X 47mm (not incl. crown & lugs),Stainless Steel,Cushion,16.50mm,,,,New/Unworn,Plexiglass,Black,Limited Edition,,,Yes,100m/330ft,https://www.prestigetime.com/item/Panerai/Luminor-1950-3-Days-Manual-Wind-47mm/pam00372.html
,,Fixed,,,41mm ,Stainless Steel,Round,,,,,,Scratch Resistant Sapphire,White,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Rolex/Oyster-Perpetual-Datejust-II/116334_White_Index.html
,,Fixed,,,41mm ,Stainless Steel,Round,,,,,,Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Rolex/Oyster-Perpetual-Datejust-II/116334_Black_Index.html
,,Fixed,,,41mm ,Stainless Steel,Round,,,,,,Scratch Resistant Sapphire,Blue,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Rolex/Oyster-Perpetual-Datejust-II/116334_Blue_Index.html
,,Fixed,,,41mm ,Stainless Steel,Round,,,,,,Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Rolex/Oyster-Perpetual-Datejust-II/116334_Black_Roman.html
,,Uni-Directional Rotating,,,45.5mm ,Ceramic,Round,17.60mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,600m/2000ft,https://www.prestigetime.com/Omega-Planet-Ocean-600m-Co-Axial-Master-Chronometer-GMT-215-92-46-22-01-002-DEEP-BLACK.html
,,,,,45mm ,Stainless Steel,Round,15.60mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,50m/150ft,https://www.prestigetime.com/item/Zenith/El-Primero-Chronomaster-Open-Grande-Date/03.2160.4047%7E01.c713.html
,,,,,45mm ,Stainless Steel,Round,15.60mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,50m/165ft,https://www.prestigetime.com/item/Zenith/El-Primero-Chronomaster-Open-Grande-Date/03.2160.4047%7E21.c714.html
,,Fixed,,,42mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Ulysse-Nardin/Dual-Time-Manufacture-42mm/3343-126-7%7E92.html
,,Fixed,,,42mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Ulysse-Nardin/Dual-Time-Manufacture-42mm/3343-126-7%7E91.html
,,Fixed,,,43mm ,Titanium,Round,,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,Yes,150m/500ft,https://www.prestigetime.com/item/Omega/Aqua-Terra-150m-Master-Co-Axial-GMT-43mm/231.90.43.22.04.001.html
,,Fixed,,,42mm ,Stainless Steel,Round,13.25mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/Ulysse-Nardin-Dual-Time-Manufacture-42mm-3343-126-7-912.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Mother of Pearl,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-36-Automatic/a3733053%7Ea716-ss.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,100m/330ft,https://www.prestigetime.com/Breitling-Galactic-36-Automatic-a3733053-bd02-ss.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel & Rose Gold,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-36-Automatic/c3733053%7Eba54-1lt.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel & Rose Gold,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-36-Automatic/c3733053%7Ec831-3lt.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel & Rose Gold,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-36-Automatic/c3733053%7Eg714-2lt.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel & Rose Gold,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Bronze,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-36-Automatic/c3733053%7Eq584-2lt.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel & Rose Gold,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-36-Automatic/c3733053%7Eba54-1lts.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel & Rose Gold,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-36-Automatic/c3733053%7Ec831-3lts.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel & Rose Gold,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Bronze,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-36-Automatic/c3733053%7Eq584-2lts.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel & Rose Gold,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-36-Automatic/c3733053%7Eg714-2lts.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel & Rose Gold,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-36-Automatic/c3733053%7Eg714-1lts.html
,,Uni-Directional Rotating,,,36mm ,Stainless Steel & Rose Gold,Round,12.30mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,100m/330ft,https://www.prestigetime.com/item/Breitling/Galactic-36-Automatic/c3733053%7Eg714-6lts.html
,,Fixed,,,41mm ,18kt Rose Gold,Round,14.00mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,50m/150ft,https://www.prestigetime.com/item/Longines/Conquest-Classic-Automatic-Chronograph-41mm/L2.786.8.76.3.html
,,Fixed,,,41mm ,18kt Rose Gold,Round,14.00mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,50m/150ft,https://www.prestigetime.com/item/Longines/Conquest-Classic-Automatic-Chronograph-41mm/L2.786.8.56.3.html
,,Fixed,,,38mm ,Stainless Steel & Rose Gold,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,100m/330ft,https://www.prestigetime.com/item/Omega/Constellation-Co-Axial-Automatic-38mm/123.20.38.21.52.001.html
,,Fixed,,,38mm ,Stainless Steel & Yellow Gold,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,,No,100m/330ft,https://www.prestigetime.com/item/Omega/Constellation-Co-Axial-Automatic-38mm/123.20.38.21.52.002.html
,,Fixed,,,38mm ,Stainless Steel & Yellow Gold,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Champagne,,,,No,100m/330ft,https://www.prestigetime.com/item/Omega/Constellation-Co-Axial-Automatic-38mm/123.20.38.21.58.001.html
,,Fixed,,,38mm ,Stainless Steel & Rose Gold,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Brown,,,,No,100m/330ft,https://www.prestigetime.com/item/Omega/Constellation-Co-Axial-Automatic-38mm/123.20.38.21.63.001.html
,,Fixed,,,44.25mm ,Titanium,Round,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,,,No,100m/330ft,https://www.prestigetime.com/item/Omega/Speedmaster-Moonwatch-Co-Axial-Chronograph/311.93.44.51.03.001.html
,,Fixed,,,40mm ,Stainless Steel,Round,11.52mm,,,,New/Unworn,Scratch Resistant Sapphire,Off White,,,,No,50m/150ft,https://www.prestigetime.com/item/Glashutte-Original/Senator-Panorama-Date/100-03-32-42-04.html
,,Fixed,,,47mm X 47mm (not incl. crown & lugs),Stainless Steel,Cushion,17.30mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,Limited Edition,,,Yes,100m/330ft,https://www.prestigetime.com/item/Panerai/Luminor-1950-3-Days-Power-Reserve-Manual-Wind-47mm/pam00423.html
,,Fixed,,,38mm ,Stainless Steel & Rose Gold,Square,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Bulgari/Octo-Automatic-38mm/bgo38wspgd.html
,,Fixed,,,41.5mm X 47.4mm including lugs,Stainless Steel,Square,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Bulgari/Octo-VELOCISSIMO-Chronograph-41mm/bgo41bssdch.html
,,Fixed,,,43mm ,Stainless Steel,Round,15.20mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,100m/330ft,https://www.prestigetime.com/Ulysse-Nardin-Marine-Chronograph-Annual-Calendar-43mm-1533-150-3-43.html
,,Bi-Directional Rotating,,,46mm ,Stainless Steel & Rose Gold,Round,14.5mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,30m/99ft.,https://www.prestigetime.com/item/Breitling/Navitimer-01-46mm/ub012721%7Ebe18%7E441x.html
,,Bi-Directional Rotating,,,46mm ,Stainless Steel & Rose Gold,Round,14.5mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,30m/99ft.,https://www.prestigetime.com/item/Breitling/Navitimer-01-46mm/ub012721%7Ebe18%7E101x.html
,,Bi-Directional Rotating,,,46mm ,Stainless Steel & Rose Gold,Round,14.5mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,30m/99ft.,https://www.prestigetime.com/item/Breitling/Navitimer-01-46mm/ub012721%7Ebe18%7E443x.html
,,Bi-Directional Rotating,,,46mm ,Stainless Steel & Rose Gold,Round,14.5mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,,No,30m/99ft.,https://www.prestigetime.com/item/Breitling/Navitimer-01-46mm/ub012721%7Ebe18%7E439x.html
,,,,,33mm X 32.5mm ,Stainless Steel,Rectangle,9.66mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,No,30m/100ft,https://www.prestigetime.com/item/Girard-Perregaux/Vintage-1945-Date-Small-Seconds/25835-11-221-11a.html
,,,,,33.3mm X 32.46mm ,Stainless Steel,Rectangle,9.66mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft,https://www.prestigetime.com/item/Girard-Perregaux/Vintage-1945-Date-Small-Seconds/25835-11-121-11a.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel,Round,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m/1000ft,https://www.prestigetime.com/Ulysse-Nardin-Marine-Diver-Chronograph-Manufacture-44mm-1503-151-3-92.html
,,Fixed,,,42mm ,Stainless Steel & Gold,Round,10mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft,https://www.prestigetime.com/item/Cartier/Calibre-de-Cartier-42mm/w7100039.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Eb968-1or.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Ec790-3or.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Ea696-1pro3d.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Ea696-1or.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Eb968-1pro3d.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Ec790-3pro3d.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Brown,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Eq576-1pro3d.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Brown,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Eq576-1or.html
,,Fixed,,,42mm ,Stainless Steel & Yellow Gold,Round,13mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,No,30m/100ft.,https://www.prestigetime.com/item/Cartier/Ballon-Bleu-42mm/w69009z3.html
,,Uni-Directional Rotating,,,42mm ,Stainless Steel & Rose Gold,Round,14mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,300m/990ft,https://www.prestigetime.com/item/Cartier/Calibre-de-Cartier-Diver/w7100055.html
,,Fixed,,,40mm ,Stainless Steel,Round,12.6mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,No,50m/150ft,https://www.prestigetime.com/Jaeger-LeCoultre-Master-Chronograph-1538171.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Ea696-1ld.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Eb968-1ld.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Ec790-3ld.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel & Rose Gold,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Brown,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/CB011012%7Eq576-2ld.html
,,Fixed,,,45mm ,Stainless Steel,Round,15.18mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft,https://www.prestigetime.com/item/Chopard/Classic-Racing-Superfast-Chronograph/168535-3001.html
,,Fixed,,,41mm ,Stainless Steel & Rose Gold,Round,14.71mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,,100m/330ft,https://www.prestigetime.com/Omega-Globemaster-Annual-Calendar-41mm-130-23-41-22-06-001.html
,,Bi-Directional Rotating,,,45mm ,Stainless Steel,Round,15.73mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Bronze,,,,No,30m/99ft.,https://www.prestigetime.com/Breitling-Navitimer-Rattrapante-ab031021-q615-268s.html
,,Uni-Directional Rotating,,,44mm ,Stainless Steel,Round,16.95mm,,,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,,Yes,500m/1650ft,https://www.prestigetime.com/item/Breitling/Chronomat-44/ab011012%7Eg686-1pro3t.html
,,Fixed,,,44.25mm ,Titanium,Round,15.9mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,Special Edition,,,No,100m/330ft.,https://www.prestigetime.com/item/Omega/Speedmaster-HB-SIA-GMT-Chronograph-SOLAR-IMPULSE/321.90.44.52.01.001.html
Alligator/Crocodile Leather,,Fixed,,Solid,45.4mm ,Stainless Steel,Round,14mm,Deployant Buckle,Black,World Time,New/Unworn,Scratch Resistant Sapphire,Grey,Limited Edition,,Automatic,,,https://www.prestigetime.com/item/IWC/Portugieser-Yacht-Club-Worldtimer/iw326602.html
,,Fixed,,,43mm ,Stainless Steel,Round,15.20mm,,,,New/Unworn,Scratch Resistant Sapphire,White,,,,Yes,100m/330ft,https://www.prestigetime.com/Ulysse-Nardin-Marine-Chronograph-Annual-Calendar-43mm-1533-150-40.html
,,Fixed,,,41.5mm ,Titanium,Round,16.5mm,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,White,,,,No,100m/330ft,https://www.prestigetime.com/item/Omega/Speedmaster-57-Co-Axial-Chronograph-41-5mm/331.92.42.51.04.001.html
,,Bi-Directional Rotating,,,49mm ,Stainless Steel,Round,16.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,,Yes,100m/330ft.,https://www.prestigetime.com/item/Breitling/Bentley-6-75-Speed/a4436412%7Eg814%7E990a.html
,,Bi-Directional Rotating,,,49mm ,Stainless Steel,Round,16.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,,Yes,100m/330ft.,https://www.prestigetime.com/item/Breitling/Bentley-6-75-Speed/a4436412%7Ebe17%7E990a.html
,,Bi-Directional Rotating,,,49mm ,Stainless Steel,Round,16.5mm,,,,New/Unworn,Scratch Resistant Sapphire,Grey,,,,Yes,100m/330ft.,https://www.prestigetime.com/item/Breitling/Bentley-6-75-Speed/a4436412%7Ef568%7E990a.html
