Band Material,Band Name,Band Notes,Bezel,COSC Certified,Case Back,Case Dimensions,Case Material,Case Shape,Case Thickness,Clasp,Clasp Features,Clasp Notes,Color/Finish,Complications,Condition,Crystal,Dial Color,Edition,Lug Width,Movement,Screw-in Crown,Water Resistance,url
Stainless Steel,,,,,Transparent,40mm ,Stainless Steel,Round,9.5mm,Push Button Folding Clasp,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Silver,,21mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-40mm/L2.793.4.78.6.html
Stainless Steel,,,,,Transparent,40mm ,Stainless Steel,Round,9.5mm,Push Button Deployant Buckle,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Black,,21mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-40mm/L2.793.4.51.6.html
Stainless Steel,,,Fixed,,Transparent,40mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,Brushed & Polished,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,Automatic,No,50m,https://www.prestigetime.com/item/Longines/Conquest-Classic-Automatic-40mm/L2.785.4.56.6.html
Stainless Steel,,,Fixed,,Transparent,40mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,Brushed & Polished,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,Automatic,No,50m,https://www.prestigetime.com/item/Longines/Conquest-Classic-Automatic-40mm/L2.785.4.76.6.html
Stainless Steel & Plated Rose Gold,,,Fixed,,Transparent,42mm ,PVD & Steel,Round,10.2mm,Push Button Folding Clasp,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,No,100m/330ft,https://www.prestigetime.com/item/Raymond-Weil/Freelancer/2710-sp5-20021.html
Fabric,,,Fixed,,,42mm ,Stainless Steel,Round,14.5mm,Tang Buckle,,,Black,GMT Time Zone,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,19mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Heritage-Classic/L2.789.4.53.0.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,41mm ,Stainless Steel,Round,,Folding Clasp With Safety Latch,,,,Chronograph,New/Unworn,Scratch Resistant Sapphire,Blue,,,Automatic,Yes,300m/1000ft,https://www.prestigetime.com/item/Longines/HydroConquest-Automatic-Chronograph-41mm/L3.744.4.96.6.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,43mm ,Stainless Steel,Round,12.60mm,Push Button Deployant Buckle,,with extension,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Grey,Limited Edition,26mm,Automatic,Yes,300m,https://www.prestigetime.com/item/Oris/Aquis-Red-Limited-Edition/01_733_7653_4183-Set_MB.html
Alligator/Crocodile Leather,,,Fixed,,,36mm X 36mm ,Stainless Steel,Round,,Tang Buckle,,,Black,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,Automatic,No,30m/99ft.,https://www.prestigetime.com/Longines-Heritage-Classic-L2-310-4-72-0.html
Stainless Steel,,,Fixed,,Transparent,41mm ,Stainless Steel,Round,10.5mm,Push Button Folding Clasp,,,Polished,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/The-Saint-Imier-41mm/L2.766.4.59.6.html
Stainless Steel,,,Fixed,,Transparent,41mm ,Stainless Steel,Round,10.5mm,Push Button Folding Clasp,,,Polished,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/The-Saint-Imier-41mm/L2.766.4.79.6.html
Stainless Steel,,,Fixed,,Transparent,41mm ,Stainless Steel,Round,10.5mm,Push Button Folding Clasp,,,Polished,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/The-Saint-Imier-41mm/L2.766.4.52.6.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,42mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,21mm,Automatic,Yes,100m,https://www.prestigetime.com/Oris-Divers-Sixty-Five-01-733-7720-4055-07-8-21-18.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,42mm ,Stainless Steel,Round,,Push Button Deployant Buckle,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,21mm,Automatic,Yes,100m,https://www.prestigetime.com/Oris-Divers-Sixty-Five-42mm-01-733-7720-4051-07-8-21-18.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,42mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Green,,21mm,Automatic,Yes,100m,https://www.prestigetime.com/Oris-Divers-Sixty-Five-42mm-01-733-7720-4057-07-8-21-18.html
Rubber,,,,,Solid,39mm X 39mm ,Ceramic,Square,,Tang Buckle,,Black PVD coated steet,Black,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,Quartz,No,100m,https://www.prestigetime.com/item/Bell-Ross/BR-S-Quartz-39mm/BRS-BL-CEM.html
Stainless Steel,,,Fixed,,Transparent,40.5mm ,Stainless Steel,Round,10.70mm,Push Button Folding Clasp,,,,Regulator or Regulateur,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,21mm,Automatic,No,50m,https://www.prestigetime.com/item/Oris/Artelier-Regulateur/01_749_7667_4051-07_8_21_77.html
Fabric,,,Uni-Directional Rotating,,Transparent,36.5mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,Blue,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,18mm,Automatic,Yes,300m,https://www.prestigetime.com/Oris-Aquis-Date-Diamonds-01-733-7731-4195-07-5-18-46FC.html
Fabric,,,Uni-Directional Rotating,,Transparent,36.5mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,Black,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,White,,18mm,Automatic,Yes,300m,https://www.prestigetime.com/Oris-Aquis-Date-Diamonds-01-733-7731-4191-07-5-18-45FC.html
Rubber,,,Uni-Directional Rotating,,Transparent,36.5mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,White,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,White,,18mm,Automatic,Yes,300m,https://www.prestigetime.com/Oris-Aquis-Date-Diamonds-01-733-7731-4191-07-4-18-63FC.html
Rubber,,,Uni-Directional Rotating,,Transparent,36.5mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,White,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,18mm,Automatic,Yes,300m,https://www.prestigetime.com/Oris-Aquis-Date-Diamonds-01-733-7731-4195-07-4-18-63FC.html
Calfskin Leather,,Velour Leather,,,Transparent,38.5mm ,Stainless Steel,Round,8.45mm,Tang Buckle,,,Grey,,New/Unworn,Scratch Resistant Sapphire,White,,20mm,Manual Wind,No,100m/330ft,https://www.prestigetime.com/Nomos-Glashutte-Club-38-Campus-737-Sapphire-Crystal-Back.html
Calfskin Leather,,Velour Leather,,,Transparent,38.5mm ,Stainless Steel,Round,8.45mm,Tang Buckle,,,Grey,,New/Unworn,Scratch Resistant Sapphire,Black,,20mm,Manual Wind,No,100m/330ft,https://www.prestigetime.com/Nomos-Glashutte-Club-38-Campus-738-Nacht-Sapphire-Crystal-Back.html
Leather,,Horween Genuine Shell Cordovan,,,Solid,37.5mm ,Stainless Steel,Round,6.65mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,White,,19mm,Manual Wind,No,30m/100ft,https://www.prestigetime.com/Nomos-Glashutte-Tangente-38-165-Stainless-Steel-Back.html
Leather,,Horween Genuine Shell Cordovan,,,Solid,37.5mm ,Stainless Steel,Round,6.7mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,White,,19mm,Manual Wind,No,30m/100ft,https://www.prestigetime.com/Nomos-Glashutte-Ludwig-38-235-Stainless-Steel-Back.html
Alligator/Crocodile Leather,,,Fixed,,Solid,44mm ,Stainless Steel,Round,15mm,Tang Buckle,,,Black,GMT Time Zone,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Heritage-Avigation/L2.831.4.53.2.html
Stainless Steel,,,,,Transparent,40mm ,Stainless Steel,Round,9.5mm,Push Button Deployant Buckle,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Blue,,21mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/Longines-Master-Automatic-40mm-L2-793-4-92-6.html
Stainless Steel,,"Grained, white stitching",,,Solid,39mm ,Stainless Steel,Round,9.17mm,Push Button Folding Clasp,,,Polished,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,19mm,Quartz,No,30m/100ft,https://www.prestigetime.com/Montblanc-Star-Date-Quartz-108761.html
Alligator/Crocodile Leather,,,,,Transparent,40mm ,Stainless Steel,Round,11.25mm,Deployant Buckle,,,Brown,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-40mm/L2.648.4.78.3.html
Alligator/Crocodile Leather,,,,,Transparent,38.5mm ,Stainless Steel,Round,9.5mm,Push Button Deployant Buckle,,,Brown,Day/Date,New/Unworn,Scratch Resistant Sapphire,Silver,,20mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-38-5mm/L2.755.4.78.3.html
Stainless Steel,,,,,Transparent,38.5mm ,Stainless Steel,Round,9.5mm,Push Button Folding Clasp,,,Brushed & Polished,Day/Date,New/Unworn,Scratch Resistant Sapphire,Silver,,20mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-38-5mm/L2.755.4.78.6.html
Alligator/Crocodile Leather,,,,,Transparent,38.5mm ,Stainless Steel,Round,9.5mm,Push Button Deployant Buckle,,,Black,Day/Date,New/Unworn,Scratch Resistant Sapphire,Black,,20mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-38-5mm/L2.755.4.51.7.html
Stainless Steel,,,,,Transparent,38.5mm ,Stainless Steel,Round,9.5mm,Push Button Folding Clasp,,,Brushed & Polished,Day/Date,New/Unworn,Scratch Resistant Sapphire,Black,,20mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-38-5mm/L2.755.4.51.6.html
Alligator/Crocodile Leather,,,Fixed,,Transparent,42mm ,Stainless Steel,Round,10.5mm,Push Button Deployant Buckle,,,Brown,,New/Unworn,Scratch Resistant Sapphire,Silver,,21mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-42mm/L2.893.4.78.3.html
Stainless Steel,,,Fixed,,Transparent,42mm ,Stainless Steel,Round,10.5mm,Push Button Deployant Buckle,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Silver,,21mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-42mm/L2.893.4.78.6.html
Alligator/Crocodile Leather,,,Fixed,,Transparent,42mm ,Stainless Steel,Round,10.5mm,Push Button Deployant Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Black,,21mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-42mm/L2.893.4.51.7.html
Stainless Steel,,,Fixed,,Transparent,42mm ,Stainless Steel,Round,10.5mm,Push Button Deployant Buckle,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Black,,21mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Automatic-42mm/L2.893.4.51.6.html
Stainless Steel,,,Fixed,,Solid,40mm ,Stainless Steel,Round,10mm,Folding Clasp With Safety Latch,,,Brushed,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Quartz,Yes,100m,https://www.prestigetime.com/item/Tag-Heuer/Link-Quartz-40mm/wat1111.ba0950.html
Alligator/Crocodile Leather,,,Fixed,,Transparent,40mm ,Stainless Steel,Round,9mm,Push Button Deployant Buckle,,,Brown,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,50m,https://www.prestigetime.com/item/Baume-Mercier/Classima-Automatic-40mm/10214.html
Stainless Steel,,,Fixed,,Transparent,40.5mm ,Stainless Steel,Round,11.90mm,Deployant Clasp,,,Polished,"Moonphase, Day/Date",New/Unworn,Scratch Resistant Sapphire,Silver,,21mm,Automatic,No,30m/100ft,https://www.prestigetime.com/item/Oris/Artelier-Complication/01_781_7703_4051-07_8_21_77.html
Stainless Steel,,,Fixed,,Transparent,40.5mm ,Stainless Steel,Round,11.90mm,Deployant Buckle,,,Polished,"Moonphase, Day/Date",New/Unworn,Scratch Resistant Sapphire,Silver,,21mm,Automatic,No,30m/100ft,https://www.prestigetime.com/item/Oris/Artelier-Complication/01_781_7703_4031-07_8_21_77.html
Stainless Steel,,,Fixed,,Transparent,40.5mm ,Stainless Steel,Round,11.90mm,Deployant Buckle,,,Polished,"Moonphase, Day/Date",New/Unworn,Scratch Resistant Sapphire,Black,,21mm,Automatic,No,30m/100ft,https://www.prestigetime.com/item/Oris/Artelier-Complication/01_781_7703_4054-07_8_21_77.html
Stainless Steel,,,Fixed,,Transparent,42mm ,Stainless Steel,Round,12.10mm,Push Button Folding Clasp,,,,Moonphase,New/Unworn,Scratch Resistant Sapphire,Black,,21mm,Automatic,No,100m,https://www.prestigetime.com/item/Oris/Artix-Pointer-Moon-Date/01_761_7691_4054-07_8_21_80.html
Stainless Steel,,,Fixed,,Transparent,42mm ,Stainless Steel,Round,12.10mm,Push Button Folding Clasp,,,,Moonphase,New/Unworn,Scratch Resistant Sapphire,Silver,,21mm,Automatic,No,100m,https://www.prestigetime.com/item/Oris/Artix-Pointer-Moon-Date/01_761_7691_4051-07_8_21_80.html
Alligator/Crocodile Leather,,,Fixed,,Transparent,40mm ,Stainless Steel,Round,9mm,Push Button Deployant Buckle,,,Brown,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,50m,https://www.prestigetime.com/Baume-Mercier-Classima-Automatic-40mm-10263.html
Rubber,,,Uni-Directional Rotating,,Solid,45.5mm ,Stainless Steel,Round,,Push Button Folding Clasp,,Stainless steel security folding clasp with extension,Blue,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,24mm,Automatic,Yes,500m,https://www.prestigetime.com/Oris-Aquis-Small-Second-Date-45-5-01-743-7733-4135-07-4-24-65EB.html
Rubber,,,Uni-Directional Rotating,,Solid,45.5mm ,Stainless Steel,Round,,Push Button Folding Clasp,,Stainless steel security folding clasp with extension,Black,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,24mm,Automatic,Yes,500m,https://www.prestigetime.com/Oris-Aquis-Small-Second-Date-45-5-01-743-7733-4135-07-4-24-64EB.html
Rubber,,,Uni-Directional Rotating,,Solid,45.5mm ,Stainless Steel,Round,,Push Button Folding Clasp,,Stainless steel security folding clasp with extension,Black,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,24mm,Automatic,Yes,500m,https://www.prestigetime.com/Oris-Aquis-Small-Second-Date-45-5-01-743-7733-4159-07-4-24-64EB.html
Alligator/Crocodile Leather,,,Fixed,,Solid,33.1mm X 38.75mm ,Stainless Steel,Tonneau,11mm,Deployant Buckle,,,Brown,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,30m/100ft.,https://www.prestigetime.com/item/Longines/Evidenza-Large/L2.642.4.73.4.html
Alligator/Crocodile Leather,,,Fixed,,Solid,42mm ,Stainless Steel,Round,15.5mm,Deployant Buckle,,,Black,GMT Time Zone,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,Yes,100m/300ft,https://www.prestigetime.com/item/Longines/Admiral-GMT/L3.668.4.56.0.html
Stainless Steel,,,Fixed,,Transparent,39mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,Brushed & Polished,Day/Date,New/Unworn,Scratch Resistant Sapphire,Grey,,,Automatic,No,100m/330ft,https://www.prestigetime.com/item/Tag-Heuer/Carrera-Caliber-5/war211c.ba0782.html
Alligator/Crocodile Leather,,,Fixed,,Transparent,39mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,Black,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,No,100m/330ft,https://www.prestigetime.com/item/Tag-Heuer/Carrera-Caliber-5/war211a.fc6180.html
Fabric,,,Uni-Directional Rotating,,Solid,41mm ,Stainless Steel,Round,12mm,,,,Black,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,Yes,300m,https://www.prestigetime.com/item/Tag-Heuer/Aquaracer-Automatic/way211b.fc6363.html
Fabric,,,Fixed,,Transparent,45mm ,Black PVD,Round,12.6mm,Push Button Deployant Buckle,,,Black,Day/Date,New/Unworn,Scratch Resistant Sapphire,Black,Limited Edition,22mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-ProPilot-Day-Date-45mm/01_752_7698_4784-07_5_22_16BFC.html
Stainless Steel,,,,,Transparent,34.5mm ,Stainless Steel,Round,,Hidden Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,Mother of Pearl,,,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Elegant-Automatic-34-5mm/L4.809.4.87.6.html
Stainless Steel,,,,,Transparent,34.5mm ,Stainless Steel,Round,,Hidden Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Elegant-Automatic-34-5mm/L4.809.4.57.6.html
Leather,,Horween Genuine Shell Cordovan,,,Solid,35mm ,Stainless Steel,Round,7.4mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,White,,18mm,Manual Wind,No,30m/100ft,https://www.prestigetime.com/Nomos-Glashutte-Orion-35mm-301-Stainless-Steel-Back.html
Leather,,Horween Genuine Shell Cordovan,,,Solid,35mm ,Stainless Steel,Round,7.4mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,White,,18mm,Manual Wind,No,30m/100ft,https://www.prestigetime.com/Nomos-Glashutte-Orion-35mm-331-Weiss-Stainless-Steel-Back.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,41mm ,Stainless Steel,Round,15.7mm,Folding Clasp With Safety Latch,,,,Chronograph,New/Unworn,Scratch Resistant Sapphire,Blue,,,Automatic,Yes,300m/1000ft,https://www.prestigetime.com/item/Longines/HydroConquest-Automatic-Chronograph-41mm/L3.696.4.03.6.html
Fabric,,,Bi-Directional Rotating,,Solid,42mm ,Stainless Steel,Round,13.5mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,Yes,300m/1000ft,https://www.prestigetime.com/item/Longines/Legend-Diver-Automatic/L3.674.4.50.0.html
Stainless Steel,,,Bi-Directional Rotating,,Transparent,44mm ,Stainless Steel,Round,,Push Button Deployant Buckle,,,,Day/Date,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,22mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Calobra-Limited-Edition/01_735_7706_4494-Set_MB.html
Calfskin Leather,,,Fixed,,Solid,40mm ,Stainless Steel,Round,,Deployant Buckle,,,Grey,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Grey,,,Automatic,No,50m/160ft.,https://www.prestigetime.com/Ebel-Ebel-Wave-Gent-Automatic-40mm-1216332.html
Calfskin Leather,,,Fixed,,Solid,40mm ,Stainless Steel,Round,,Deployant Buckle,,,Brown,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,,Automatic,No,50m/160ft.,https://www.prestigetime.com/Ebel-Ebel-Wave-Automatic-40mm-1216331.html
Stainless Steel,,,Fixed,,Transparent,39mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,No,100m/330ft,https://www.prestigetime.com/item/Tag-Heuer/Carrera-Caliber-5/war211a.ba0782.html
Stainless Steel,,,Fixed,,Transparent,39mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,100m/330ft,https://www.prestigetime.com/item/Tag-Heuer/Carrera-Caliber-5/war211b.ba0782.html
Fabric,,,Uni-Directional Rotating,,Solid,41mm ,Stainless Steel,Round,12mm,Push Button Folding Clasp,,,Black,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,Yes,300m,https://www.prestigetime.com/item/Tag-Heuer/Aquaracer-Automatic/way211a.fc6362.html
Calfskin Leather,,Alligator/Crocodile Print,Fixed,,Transparent,42mm ,Stainless Steel & Plated Rose Gold,Round,11.20mm,Deployant Buckle,,,Brown,,New/Unworn,Scratch Resistant Sapphire,Silver,,21mm,Automatic,No,100m,https://www.prestigetime.com/item/Oris/Artix-Date-42mm/01_733_7642_6331-07_5_21_80FC.html
Alligator/Crocodile Leather,,,Fixed,,Transparent,40.5mm ,Stainless Steel,Round,10.70mm,Push Button Deployant Buckle,,,Brown,Regulator or Regulateur,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,21mm,Automatic,No,50m,https://www.prestigetime.com/Oris-Artelier-Regulateur-01-749-7667-4051-07-1-21-73FC.html
Alligator/Crocodile Leather,,,Fixed,,Transparent,39mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,Brown,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,100m/330ft,https://www.prestigetime.com/Tag-Heuer-Carrera-Caliber-5-war211b-fc6181.html
Stainless Steel,,,Fixed,,Solid,33.1mm X 38.75mm ,Stainless Steel,Tonneau,11mm,Hidden Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,No,30m/100ft.,https://www.prestigetime.com/item/Longines/Evidenza-Large/L2.642.4.51.6.html
Stainless Steel,,,Fixed,,Solid,33.1mm X 38.75mm ,Stainless Steel,Tonneau,11mm,Hidden Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,30m/100ft.,https://www.prestigetime.com/item/Longines/Evidenza-Large/L2.642.4.73.6.html
Calfskin Leather,,,Bi-Directional Rotating,,Transparent,44mm ,Stainless Steel,Round,11.60mm,Push Button Deployant Buckle,,,Black,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,22mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Audi-Sport-GMT/01_747_7701_4461-07_5_22_87_FC.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,41mm ,Stainless Steel,Round,12mm,Push Button Folding Clasp,,,,,New/Unworn,Scratch Resistant Sapphire,Blue,,,Automatic,Yes,300m,https://www.prestigetime.com/item/Tag-Heuer/Aquaracer-Automatic/way211c.ba0928.html
Fabric,,with blue stitching,Uni-Directional Rotating,,Solid,43mm ,Stainless Steel,Round,12mm,Push Button Folding Clasp,,,Black,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,Yes,300m,https://www.prestigetime.com/Tag-Heuer-Aquaracer-Automatic-43mm-way201c-fc6395.html
Alligator/Crocodile Leather,,,,,Transparent,38mm ,Stainless Steel,Round,10mm,Deployant Buckle,,,Brown,Power Reserve Indicator,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/Master-Power-Reserve-38mm/L2.708.4.78.3.html
