brand,image_name,image_url,model_name,model_num,price,url
Rolex,RolexLadyDatejust28mmStainlessSteelandEveroseGold279381RBRChocolateRomanOyster,https://www.prestigetime.com/images/watches/279381RBR-Chocolate-Roman-Oyster_main.jpg,Lady Datejust 28mm Stainless Steel and Everose Gold,279381RBR Chocolate Roman Oyster,14900.0,https://www.prestigetime.com/Rolex-Lady-Datejust-28mm-Stainless-Steel-and-Everose-Gold-279381RBR-Chocolate-Roman-Oyster.html
Chopard,ChopardImperialeQuartz28mm3842385003,https://www.prestigetime.com/images/watches/384238-5003-_main.jpg,Imperiale Quartz 28mm,384238-5003,18020.0,https://www.prestigetime.com/item/Chopard/Imperiale-Quartz-28mm/384238-5003.html
Chopard,ChopardImperialeQuartz28mm3842385003b,https://www.prestigetime.com/images/watches/384238-5003b_main.jpg,Imperiale Quartz 28mm,384238-5003b,18020.0,https://www.prestigetime.com/item/Chopard/Imperiale-Quartz-28mm/384238-5003b.html
Chopard,ChopardImperialeQuartz28mm3842385007,https://www.prestigetime.com/images/watches/384238-5007_main.jpg,Imperiale Quartz 28mm,384238-5007,18020.0,https://www.prestigetime.com/item/Chopard/Imperiale-Quartz-28mm/384238-5007.html
Hublot,HublotBigBangQuartz38mm361sx1270rx1704,https://www.prestigetime.com/images/watches/361.sx.1270.rx.1704_main.jpg,Big Bang Quartz 38mm,361.sx.1270.rx.1704,17300.0,https://www.prestigetime.com/item/Hublot/Big-Bang-Quartz-38mm/361.sx.1270.rx.1704.html
Hublot,HublotBigBangQuartz38mm361se2010rw1704,https://www.prestigetime.com/images/watches/361.se.2010.rw.1704_main.jpg,Big Bang Quartz 38mm,361.se.2010.rw.1704,17300.0,https://www.prestigetime.com/item/Hublot/Big-Bang-Quartz-38mm/361.se.2010.rw.1704.html
Hublot,HublotBigBangShiny41mm341sx1270vr1104,https://www.prestigetime.com/images/watches/341.sx.1270.vr.1104_main.jpg,Big Bang Shiny 41mm,341.sx.1270.vr.1104,17800.0,https://www.prestigetime.com/item/Hublot/Big-Bang-Shiny-41mm/341.sx.1270.vr.1104.html
Rolex,RolexDatejust31mmStainlessSteelandYellowGold178343JubileeChampagneDiamond,https://www.prestigetime.com/images/watches/178343-Jubilee -Champagne-Diamond-Jubilee_main.jpg,Datejust 31mm Stainless Steel and Yellow Gold,178343 Jubilee Champagne Diamond...,14900.0,https://www.prestigetime.com/item/Rolex/Datejust-31mm-Stainless-Steel-and-Yellow-Gold/178343_Jubilee_Champagne_Diamond_Jubilee.html
Audemars Piguet,AudemarsPiguetRoyalOakQuartz33mm67651stzz1261st01,https://www.prestigetime.com/images/watches/67651st.zz.1261st.01_main.jpg,Royal Oak Quartz 33mm,67651st.zz.1261st.01,15300.0,https://www.prestigetime.com/item/Audemars-Piguet/Royal-Oak-Quartz-33mm/67651st.zz.1261st.01.html
Rolex,RolexDatejust31mmStainlessSteelandRoseGold178341BlackMOPRomanJubilee,https://www.prestigetime.com/images/watches/pic-unavailable_main.jpg,Datejust 31mm Stainless Steel and Rose Gold,178341 Black MOP Roman Jubilee,14800.0,https://www.prestigetime.com/item/Rolex/Datejust-31mm-Stainless-Steel-and-Rose-Gold/178341_Black_MOP_Roman_Jubilee.html
Rolex,RolexDatejust31mmStainlessSteelandRoseGold178341ChocolateVIRomanJubilee,https://www.prestigetime.com/images/watches/178341-Chocolate-VI-Roman-Jubilee_main.jpg,Datejust 31mm Stainless Steel and Rose Gold,178341 Chocolate VI Roman Jubilee,14800.0,https://www.prestigetime.com/item/Rolex/Datejust-31mm-Stainless-Steel-and-Rose-Gold/178341_Chocolate_VI_Roman_Jubilee.html
Rolex,RolexDatejust31mmStainlessSteelandRoseGold178341PurpleVIRomanJubilee,https://www.prestigetime.com/images/watches/178341 Purple VI Roman Jubilee_main.jpg,Datejust 31mm Stainless Steel and Rose Gold,178341 Purple VI Roman Jubilee,14800.0,https://www.prestigetime.com/item/Rolex/Datejust-31mm-Stainless-Steel-and-Rose-Gold/178341_Purple_VI_Roman_Jubilee.html
Rolex,RolexDatejust31mmStainlessSteelandRoseGold178341WhiteMOPRomanJubilee,https://www.prestigetime.com/images/watches/pic-unavailable_main.jpg,Datejust 31mm Stainless Steel and Rose Gold,178341 White MOP Roman Jubilee,14800.0,https://www.prestigetime.com/item/Rolex/Datejust-31mm-Stainless-Steel-and-Rose-Gold/178341_White_MOP_Roman_Jubilee.html
Jaquet Droz,JaquetDrozPetiteHeureMinute35mmj005000170,https://www.prestigetime.com/images/watches/J005000170_main.jpg,Petite Heure Minute 35mm,j005000170,16700.0,https://www.prestigetime.com/item/Jaquet-Droz/Petite-Heure-Minute-35mm/j005000170.html
Blancpain,BlancpainLadiesUltraSlimAutomatic34mm3300453064b,https://www.prestigetime.com/images/watches/3300-4530-64b_main.jpg,Ladies Ultra Slim Automatic 34mm,3300-4530-64b,16500.0,https://www.prestigetime.com/item/Blancpain/Ladies-Ultra-Slim-Automatic-34mm/3300-4530-64b.html
Chopard,ChopardHappySportSquareQuartzSmall2753495003,https://www.prestigetime.com/images/watches/275349-5003_main.jpg,Happy Sport Square Quartz Small,275349-5003,18140.0,https://www.prestigetime.com/item/Chopard/Happy-Sport-Square-Quartz-Small/275349-5003.html
Omega,OmegaDeVillePrestigeCoAxial32742458332055002,https://www.prestigetime.com/images/watches/424.58.33.20.55.002_main.jpg,De Ville Prestige Co-Axial 32.7,424.58.33.20.55.002,17000.0,https://www.prestigetime.com/item/Omega/De-Ville-Prestige-Co-Axial-32-7/424.58.33.20.55.002.html
Omega,OmegaDeVillePrestigeCoAxial32742458332055001,https://www.prestigetime.com/images/watches/424.58.33.20.55.001_main.jpg,De Ville Prestige Co-Axial 32.7,424.58.33.20.55.001,17000.0,https://www.prestigetime.com/item/Omega/De-Ville-Prestige-Co-Axial-32-7/424.58.33.20.55.001.html
Hermes,HermesSlimdHermesMMQuartz32mm041771ww00,https://www.prestigetime.com/images/watches/041771ww00_Hermes_Slim_dHermes_Quartz_32mm_Gold_Diamonds_main.jpg,Slim d'Hermes MM Quartz 32mm,041771ww00,16600.0,https://www.prestigetime.com/item/Hermes/Slim-d-Hermes-MM-Quartz-32mm/041771ww00.html
Hermes,HermesSlimdHermesMMQuartz32mm041770ww00,https://www.prestigetime.com/images/watches/041770ww00_Hermes_Slim_dHermes_Quartz_32mm_Gold_Diamonds_main.jpg,Slim d'Hermes MM Quartz 32mm,041770ww00,16600.0,https://www.prestigetime.com/item/Hermes/Slim-d-Hermes-MM-Quartz-32mm/041770ww00.html
Hermes,HermesSlimdHermesMMQuartz32mm041768ww00,https://www.prestigetime.com/images/watches/041768ww00_Hermes_Slim_dHermes_Quartz_Gol_Diamond_32mm_main.jpg,Slim d'Hermes MM Quartz 32mm,041768ww00,16600.0,https://www.prestigetime.com/item/Hermes/Slim-d-Hermes-MM-Quartz-32mm/041768ww00.html
Hermes,HermesSlimdHermesMMQuartz32mm041769ww00,https://www.prestigetime.com/images/watches/041769ww00_Hermes_Slim_dHermes_Quartz_32mm_Gold_Diamonds_main.jpg,Slim d'Hermes MM Quartz 32mm,041769ww00,16600.0,https://www.prestigetime.com/item/Hermes/Slim-d-Hermes-MM-Quartz-32mm/041769ww00.html
Hermes,HermesSlimdHermesMMQuartz32mm041772ww00,https://www.prestigetime.com/images/watches/041772ww00_Hermes_Slim_dHermes_Quartz_32mm_Gold_Diamonds_main.jpg,Slim d'Hermes MM Quartz 32mm,041772ww00,16600.0,https://www.prestigetime.com/item/Hermes/Slim-d-Hermes-MM-Quartz-32mm/041772ww00.html
Girard Perregaux,GirardPerregauxLaureatoQuartz34mm80189d52a232cb6a,https://www.prestigetime.com/images/watches/_80189D52A232_CB6A__main.jpg,Laureato Quartz 34mm,80189d52a232-cb6a,18200.0,https://www.prestigetime.com/Girard-Perregaux-Laureato-Quartz-34mm-80189d52a232-cb6a.html
Girard Perregaux,GirardPerregauxLaureatoQuartz34mm80189d52a132cb6a,https://www.prestigetime.com/images/watches/_80189D52A132_CB6A__main.jpg,Laureato Quartz 34mm,80189d52a132-cb6a,18200.0,https://www.prestigetime.com/Girard-Perregaux-Laureato-Quartz-34mm-80189d52a132-cb6a.html
Rolex,RolexDatejust31mmStainlessSteelandYellowGold178343BlackDiamondJubilee,https://www.prestigetime.com/images/watches/pic-unavailable_main.jpg,Datejust 31mm Stainless Steel and Yellow Gold,178343 Black Diamond Jubilee,14900.0,https://www.prestigetime.com/item/Rolex/Datejust-31mm-Stainless-Steel-and-Yellow-Gold/178343_Black_Diamond_Jubilee.html
Rolex,RolexDatejust31mmStainlessSteelandYellowGold178343ChampagneDiamondJubilee,https://www.prestigetime.com/images/watches/178343-Champagne-Diamond-Jubilee_main.jpg,Datejust 31mm Stainless Steel and Yellow Gold,178343 Champagne Diamond Jubilee,14900.0,https://www.prestigetime.com/item/Rolex/Datejust-31mm-Stainless-Steel-and-Yellow-Gold/178343_Champagne_Diamond_Jubilee.html
Rolex,RolexDatejust31mmStainlessSteelandYellowGold178343JubileeSilverDiamond,https://www.prestigetime.com/images/watches/178343 Jubilee Silver Diamond Jubilee_main.jpg,Datejust 31mm Stainless Steel and Yellow Gold,178343 Jubilee Silver Diamond...,14900.0,https://www.prestigetime.com/item/Rolex/Datejust-31mm-Stainless-Steel-and-Yellow-Gold/178343_Jubilee_Silver_Diamond_Jubilee.html
Rolex,RolexDatejust31mmStainlessSteelandYellowGold178343SilverDiamondJubilee,https://www.prestigetime.com/images/watches/pic-unavailable_main.jpg,Datejust 31mm Stainless Steel and Yellow Gold,178343 Silver Diamond Jubilee,14900.0,https://www.prestigetime.com/item/Rolex/Datejust-31mm-Stainless-Steel-and-Yellow-Gold/178343_Silver_Diamond_Jubilee.html
Cartier,CartierBaignoireMiniwb520028,https://www.prestigetime.com/images/watches/pic-unavailable_main.jpg,Baignoire Mini,wb520028,16000.0,https://www.prestigetime.com/item/Cartier/Baignoire-Mini/wb520028.html
A. Lange & Sohne,ALangeSohneSaxoniaManualWind35mm219026,https://www.prestigetime.com/images/watches/pic-unavailable_main.jpg,Saxonia Manual Wind 35mm,219.026,16000.0,https://www.prestigetime.com/A-Lange-Sohne-Saxonia-Manual-Wind-35mm-219-026.html
Bulgari,BulgariSerpentiTubogas35mmsp35bdsds2t,https://www.prestigetime.com/images/watches/102441_main.jpg,Serpenti Tubogas 35mm,sp35bdsds.2t,13200.0,https://www.prestigetime.com/Bulgari-Serpenti-Tubogas-35mm-sp35bdsds-2t-102441.html
Chopard,ChopardImperialeQuartz28mm3842381001,https://www.prestigetime.com/images/watches/384238-1001_main.jpg,Imperiale Quartz 28mm,384238-1001,18310.0,https://www.prestigetime.com/item/Chopard/Imperiale-Quartz-28mm/384238-1001.html
Jaeger LeCoultre,JaegerLeCoultreReversoDuetto2662430,https://www.prestigetime.com/images/watches/2662430_main.jpg,Reverso Duetto,2662430,16700.0,https://www.prestigetime.com/Jaeger-LeCoultre-Reverso-Duetto-2662430.html
Glashutte Original,GlashutteOriginalLadySerenadeChronograph3934131234,https://www.prestigetime.com/images/watches/39-34-13-12-34_main.jpg,Lady Serenade Chronograph,39-34-13-12-34,16500.0,https://www.prestigetime.com/item/Glashutte-Original/Lady-Serenade-Chronograph/39-34-13-12-34.html
Audemars Piguet,AudemarsPiguetRoyalOakOffshoreLadyQuartz67540skzza010ca01,https://www.prestigetime.com/images/watches/67540sk.zz.a010ca.01_main.jpg,Royal Oak Offshore Lady Quartz,67540sk.zz.a010ca.01,16100.0,https://www.prestigetime.com/item/Audemars-Piguet/Royal-Oak-Offshore-Lady-Quartz/67540sk.zz.a010ca.01.html
Rolex,RolexLadyDatejust28mmStainlessSteelandYellowGold279383RBRSilverRomanJubilee,https://www.prestigetime.com/images/watches/279383RBR-Silver-Roman-Jubilee_main.jpg,Lady Datejust 28mm Stainless Steel and Yellow Gold,279383RBR Silver Roman Jubilee,15200.0,https://www.prestigetime.com/Rolex-Lady-Datejust-28mm-Stainless-Steel-and-Yellow-Gold-279383RBR-Silver-Roman-Jubilee.html
Rolex,RolexLadyDatejust28mmStainlessSteelandYellowGold279383RBRChampagneRomanJubilee,https://www.prestigetime.com/images/watches/279383RBR-Champagne-Roman-Jubilee_main.jpg,Lady Datejust 28mm Stainless Steel and Yellow Gold,279383RBR Champagne Roman Jubilee,15200.0,https://www.prestigetime.com/Rolex-Lady-Datejust-28mm-Stainless-Steel-and-Yellow-Gold-279383RBR-Champagne-Roman-Jubilee.html
